title,titleUrl,subtitles/0/name,subtitles/0/url,time
Watched Ali Abdaal - The King of Toxic Productivity,https://www.youtube.com/watch?v=_z8M7oxjvdw,Dareios IV.,https://www.youtube.com/channel/UCGC97VugmI1kh8xhAZntsoA,2023-01-06T10:15:57.281Z
Watched Avoiding Toxic Productivity Advice for ADHD,https://www.youtube.com/watch?v=JsT3KPYJFl4,ADHD Jesse,https://www.youtube.com/channel/UCAnlyKaRztOIS1Gyvn2-O6A,2023-01-06T10:15:40.923Z
Watched روتيني الصباحي - 5 الفجر,https://www.youtube.com/watch?v=GUHf9zpKLl4,عبدالله العلاوي,https://www.youtube.com/channel/UCUdtq-Fvlw7_NjzduNTZsbg,2023-01-06T10:08:24.862Z
Watched أقوى نصيحة تغير حياتك من ناصر العقيل |#shorts #دوباميكافين_كتب,https://www.youtube.com/watch?v=L4i9tvYqVxg,ليان لنتغير,https://www.youtube.com/channel/UCwPVDiounV1eug0Bbid-z9g,2023-01-05T14:56:51.622Z
Watched How to Design Your Life (My Process For Achieving Goals),https://www.youtube.com/watch?v=Czru2CuWyxQ,ModernHealthMonk,https://www.youtube.com/channel/UCix7wE05YbRdOVUPNHy0KTg,2023-01-05T10:19:15.433Z
Watched Jordan Peterson - What Makes Overcoming Addiction So Difficult?,https://www.youtube.com/watch?v=bXYAWCAIqRE,Bite-sized Philosophy,https://www.youtube.com/channel/UCo9QgwWCNEhDxL1gH-jxa8Q,2023-01-05T08:45:06.838Z
Watched She screamed for her life on the 360 swing 😂,https://www.youtube.com/watch?v=xCE2H_1wBic,IAMJORDAN TV,https://www.youtube.com/channel/UC5fACj0eh0z9NDF9U14czfw,2023-01-05T08:44:04.621Z
Watched Andrew Huberman - How To Overcome Your Social Media Addiction,https://www.youtube.com/watch?v=1nFrHCT_SJA,Chris Williamson,https://www.youtube.com/channel/UCIaH-gZIVC432YRjNVvnyCA,2023-01-05T08:43:26.035Z
Watched 3 HACKS TO KILL PHONE ADDICTION❌ | Ankur Warikoo #shorts,https://www.youtube.com/watch?v=iekpz3Afq5I,Ishan Sharma,https://www.youtube.com/channel/UCY6N8zZhs2V7gNTUxPuKWoQ,2023-01-05T08:42:50.846Z
Watched Why I Quit YouTube,https://www.youtube.com/watch?v=7KtRiZ-wJns,Andrew Kirby,https://www.youtube.com/channel/UC8JNIm02zw8h_3NBrP_zsZA,2023-01-05T08:42:34.651Z
Watched YouTube Addiction? Do This! #focus,https://www.youtube.com/watch?v=lkZ296rQHQs,Nishant Jindal,https://www.youtube.com/channel/UCan6AI1ASU12XvVTom1WglQ,2023-01-05T08:42:32.255Z
Watched ⚠️ 5 Signs You're Addicted To Your Phone📱 - Dr Julie | #shorts,https://www.youtube.com/watch?v=43RbxUCizzY,Dr Julie,https://www.youtube.com/channel/UCl8TEoIOnMq_5ntJOYMq-Zg,2023-01-05T08:41:57.232Z
Watched How I Beat My Youtube Addiction,https://www.youtube.com/watch?v=ikI5qgwDB1U,🧠 Benedek Santa,https://www.youtube.com/channel/UCMQQEFFXV3CY4GchGwymktw,2023-01-05T08:40:18.494Z
Watched Addicted to YouTube? WATCH THIS.,https://www.youtube.com/watch?v=q_xm5Weu3nE,Andrew Kirby,https://www.youtube.com/channel/UC8JNIm02zw8h_3NBrP_zsZA,2023-01-05T08:24:51.834Z
Watched The Actual Benefits of Quitting Social Media (Dopamine Detox),https://www.youtube.com/watch?v=PS6QBarL9UQ,Maxwell,https://www.youtube.com/channel/UCNo6k0I6OV6eYZebVaogYUw,2023-01-05T08:13:42.669Z
Watched How to take back CONTROL over YOUR LIFE | Monk Mode,https://www.youtube.com/watch?v=56AD4lejvag,Iman Gadzhi,https://www.youtube.com/channel/UCQ4FNww3XoNgqIlkBqEAVCg,2023-01-04T03:43:32.144Z
Watched Delaying gratification will 10X your life quality,https://www.youtube.com/watch?v=rKMEkQ-e9I8,Sebastian Ghiorghiu,https://www.youtube.com/channel/UCZ59iKBmGRfQlnl73sOX0Lw,2023-01-03T17:19:34.046Z
Watched كيف تخلصت من ادمان الموبايل  (تجربة شخصية) خطوات بسيطة #اللعبة  #١٢,https://www.youtube.com/watch?v=atkAy_XYDKo,ثائر TG,https://www.youtube.com/channel/UCfLje18auyW9CG8YOBO4SDg,2023-01-03T14:12:33.985Z
Watched خطة ال 30 يوم 📱📵- كتاب كيف تقطع علاقتك بهاتفك؟ #أخضر,https://www.youtube.com/watch?v=bclLXd9qyOg,أخضر,https://www.youtube.com/channel/UCtUor2SqesPS3b_SMFtLT_w,2023-01-03T14:01:00.392Z
Watched تخلّص من إدمان السوشيال ميديا .. وانطلق نحو النجاح!,https://www.youtube.com/watch?v=LVyLseOZMks,Dai Bowarshi,https://www.youtube.com/channel/UCNeSlvG0i0dFJCAN292jJMw,2023-01-03T14:00:41.062Z
Watched علاج ادمان الإنترنت !,https://www.youtube.com/watch?v=b9gV17Yy0g8,واعي,https://www.youtube.com/channel/UCubgpaK2N08IKa1biOQPL1Q,2023-01-03T14:00:32.024Z
Watched هكذا عالج محمد نفسه من مشكلة الادمان على الانترنت,https://www.youtube.com/watch?v=Qdl_9f8vHvo,كلام نواعم,https://www.youtube.com/channel/UCUnjZmdezvv8kP7vdqYBBTg,2023-01-03T13:59:35.965Z
Watched كيف تتخلص من ادمان الانترنت ؟,https://www.youtube.com/watch?v=EQXw1tn--wM,foregiveyaallah,https://www.youtube.com/channel/UCkaE3LQWa3bmrAJV2-AoEUg,2023-01-03T13:58:56.681Z
Watched علاج الإدمان في المنزل,https://www.youtube.com/watch?v=LNz0yNMXtpk,NPİSTANBUL Hastanesi,https://www.youtube.com/channel/UCOE9H-KPECE8q0sopb9L2bw,2023-01-03T13:58:33.393Z
Watched أهم فيديو في السنة: التخطيط الصح ✅ لأهداف السنة ونص السنة و ربع السنة.  📅,https://www.youtube.com/watch?v=XX2xjcNYiCI,دروس أونلاين,https://www.youtube.com/channel/UCEHvaZ336u7TIsUQ2c6SAeQ,2023-01-03T13:57:45.692Z
Watched i quit social media and nothing happened (except everything),https://www.youtube.com/watch?v=lEi058UQWLc,Sam Massey,https://www.youtube.com/channel/UCP8ZQAOm9_whNwwzqfXEfxg,2023-01-03T13:50:19.118Z
Watched معركة الاهتمام ضد اللا مبالاة - الجزء الاول,https://www.youtube.com/watch?v=yJFjFu1h128,دوباميكافين Dupamicaffeine,https://www.youtube.com/channel/UCJlu6BjPWHZhzuCc0zVME0Q,2023-01-03T10:59:50.379Z
Watched جربت أنظم حياتي لمدة سنة كاملة,https://www.youtube.com/watch?v=_fmbm4oeyjM,Ahmed Adel,https://www.youtube.com/channel/UCSzzw6CNp--2P_GI44kByWQ,2023-01-02T21:43:45.169Z
Watched تجربة حمود الخضر مع الاكتئاب,https://www.youtube.com/watch?v=5qVasyOgYmg,مقاطع بودكاست بدون ورق,https://www.youtube.com/channel/UCxHBGJc2HfCZbv2MgJ6F2Sw,2023-01-02T21:00:58.439Z
Watched الخطة لي غادي تخليك تغير حياتك 180 درجة هاد السنة الجديدة⚡️,https://www.youtube.com/watch?v=c80Kd8ctwkw,Brahimlogia - براهيملوجيا,https://www.youtube.com/channel/UC5Q8MrVWuyujVXtABTMTGTA,2023-01-02T20:59:04.219Z
Watched ليه السنة خلصت بسرعة؟,https://www.youtube.com/watch?v=nmZPGKhdCIM,دروس أونلاين,https://www.youtube.com/channel/UCEHvaZ336u7TIsUQ2c6SAeQ,2023-01-02T09:15:40.545Z
Watched ناصر العقيل ( دوباميكافين ) - من سبع سنوات تغيرت حياتي,https://www.youtube.com/watch?v=SoRsa_I8qWA,عبدالله العلاوي,https://www.youtube.com/channel/UCUdtq-Fvlw7_NjzduNTZsbg,2023-01-02T08:41:38.498Z
Watched بودكاست مع د.محمد ابراهيم: هل كلنا مرضى نفسيين؟ متى تذهب للطبيب النفسي؟ الرحلة من الفشل لكلية الطب؟,https://www.youtube.com/watch?v=M77sNp0GfQ4,دروس أونلاين,https://www.youtube.com/channel/UCEHvaZ336u7TIsUQ2c6SAeQ,2023-01-02T07:43:39.612Z
Watched how I'm using notion to achieve ALL my goals in 2023,https://www.youtube.com/watch?v=NcHPkW-eWk8,anna lenkovska,https://www.youtube.com/channel/UCJZrgdE18ZCUKRBNEqeoOjA,2023-01-02T06:12:50.267Z
Watched my 100+ goals for 2023,https://www.youtube.com/watch?v=KZQOz3hDOns,anna lenkovska,https://www.youtube.com/channel/UCJZrgdE18ZCUKRBNEqeoOjA,2023-01-01T18:34:34.126Z
Watched my language learning goals for 2023,https://www.youtube.com/watch?v=nIZiOobw0Vs,anna lenkovska,https://www.youtube.com/channel/UCJZrgdE18ZCUKRBNEqeoOjA,2023-01-01T18:33:28.350Z
Watched لا تحاول ان تنجح و ستنجح | قانون الجهد المعكوس,https://www.youtube.com/watch?v=SPfmSL9jRzo,El Zatoona - الزتونة,https://www.youtube.com/channel/UCPnXSD5IUw3YdhUy5emn_qg,2023-01-01T18:23:29.098Z
Watched How to ACTUALLY wake up early: A “Miracle Morning” Routine,https://www.youtube.com/watch?v=kDamhcqe-d0,David Bangean,https://www.youtube.com/channel/UCltwa_Ol4wfxWE5AGr7UJQg,2023-01-01T18:20:39.260Z
Watched كيف تعرف اذا اهلك بحبوك ؟,https://www.youtube.com/watch?v=F_DXY7uBVLA,ALMojtama3 المجتمع,https://www.youtube.com/channel/UCZvBQYZwShZ-1wHsjEiTaZQ,2023-01-01T18:02:12.083Z
Watched How I Failed in 2022…,https://www.youtube.com/watch?v=knPdMQ44jKc,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-01-01T18:00:30.270Z
Watched How I remember everything I learn: Sketchnotes,https://www.youtube.com/watch?v=O8EyzcmtdQE,Eugene Tang,https://www.youtube.com/channel/UCdXVE1u2AS23-OYylRHO4Rw,2023-01-01T13:55:48.860Z
"Watched تخلص من التسويف واخرج من زون ""المسؤولية""",https://www.youtube.com/watch?v=QE4NEqmtgF8,Walid Taha,https://www.youtube.com/channel/UCIL3YfRG2k7V9EDC3jzy-kg,2023-01-01T13:30:19.551Z
Watched How to break social media addiction and actually start living,https://www.youtube.com/watch?v=xVo2d91n-Lc,Ruri Ohama,https://www.youtube.com/channel/UCKtiMrNZq0gGbPTnsMu7Bsw,2023-01-01T13:27:03.068Z
Watched How I Cured My Phone Addiction,https://www.youtube.com/watch?v=Qk5ftIUMJsM,Nate O'Brien,https://www.youtube.com/channel/UCO3tlaeZ6Z0ZN5frMZI3-uQ,2023-01-01T13:22:19.670Z
Watched أقلع عن عادة تدمر حياتك - سنة خالية 🚫,https://www.youtube.com/watch?v=LH0yWSur3aA,عبدالله العلاوي,https://www.youtube.com/channel/UCUdtq-Fvlw7_NjzduNTZsbg,2023-01-01T13:09:19.037Z
Watched 150. نادي الخامسة صباحا . تجربتي خلال ٤ سنوات,https://www.youtube.com/watch?v=zIV9-i8oyq0,Faten zayd,https://www.youtube.com/channel/UCKd82mtOGoCb8gFSLspw4og,2023-01-01T12:08:24.383Z
Watched Quitting Social Media (2023),https://www.youtube.com/watch?v=bCeWncuIfoc,Prince Ea,https://www.youtube.com/channel/UCDgUAAHgsV2fFZQm2fIWBnA,2023-01-01T11:55:59.987Z
"Watched Elon Musk: ""DELETE Your Social Media NOW!"" - Here's Why!",https://www.youtube.com/watch?v=ponj6p2-iLQ,Smart Sense,https://www.youtube.com/channel/UC_8gQrYCIf9aG_9N4_T5fzg,2023-01-01T11:55:54.686Z
Watched How overstimulation is ruining your life,https://www.youtube.com/watch?v=yYWvUoN4yt8,Better Ideas,https://www.youtube.com/channel/UCtUId5WFnN82GdDy7DgaQ7w,2023-01-01T11:46:05.377Z
Watched I Stopped Watching Videos for a Month | Surprising Productivity Results,https://www.youtube.com/watch?v=3ZnhLHEkuZM,Tyler Lloyd,https://www.youtube.com/channel/UCmMiaxQlA_wfG1LM1EVuIIg,2023-01-01T11:41:17.209Z
Watched How To Stop Wasting Your Life,https://www.youtube.com/watch?v=YucXxma_-ko,Leon Hendrix,https://www.youtube.com/channel/UCTvRcHO5jJ_JKcekLacLMuQ,2023-01-01T11:41:08.251Z
Watched هذه حقيقتي وحقيقة كل صانع محتوى | أنت تعرف ما يريد صانع المحتوى أن تعرفه,https://www.youtube.com/watch?v=G9g4U1zX1CE,Aya Abassi,https://www.youtube.com/channel/UCWUQQ1e6FXcb-dpmNirCVNw,2023-01-01T11:39:18.236Z
Watched ٥٢ أسبوع قراءة أو كيف تحكم على سنة من خلال ٩٦ كتاب | Reads in 4 seasons,https://www.youtube.com/watch?v=pht788lliJU,دودة كتب | ندى الشبراوي,https://www.youtube.com/channel/UCkgcGE_4UGqcXmN1JvXfovQ,2023-01-01T11:35:39.210Z
Watched قصة خطة الخمسين | خطة ممكن تقلب موازين حياتك بالكامل,https://www.youtube.com/watch?v=xvY9jfeqPmE,Mohammed Alnhet,https://www.youtube.com/channel/UCi9oRLva2ADWc1QcwthYgSQ,2023-01-01T05:09:40.248Z
Watched ساعة واحدة في اليوم تجعلك تحقق أي شيء تريده (طريقة ايرل نايتنجيل) - مترجم,https://www.youtube.com/watch?v=F585oPrRd2s,Ismaelovish Mtvn,https://www.youtube.com/channel/UCUTSjfnJ3h5mnfdi5tjoQ_Q,2023-01-01T05:02:44.591Z
Watched لو عايز ترتب أفكارك وتحقق حاجة في 2023 | وليد طه,https://www.youtube.com/watch?v=dCXcrFdovIE,Walid Taha,https://www.youtube.com/channel/UCIL3YfRG2k7V9EDC3jzy-kg,2023-01-01T05:02:28.479Z
Watched DOPAMINE DETOX | How to Reset Your Brain For Success,https://www.youtube.com/watch?v=XjV4HYZTJB8,Iman Gadzhi,https://www.youtube.com/channel/UCQ4FNww3XoNgqIlkBqEAVCg,2023-01-01T04:48:15.971Z
Watched YouTube: View Your Data & Activity,https://www.youtube.com/watch?v=KxF5-v8SfyQ,Mike Murphy Co,https://www.youtube.com/channel/UCR5rZKebRCjoN0Lq6ivGW1g,2023-01-07T18:13:42.164Z
Watched How to See How Much Time You Spend Watching YouTube,https://www.youtube.com/watch?v=gS8PJ7Z_mOs,Max Dalton,https://www.youtube.com/channel/UCBbDWMccTJCL0WmbMHNLZIw,2023-01-07T18:10:43.102Z
Watched Check how much time you spend watching YouTube,https://www.youtube.com/watch?v=jqBuXibX9CM,YouTube Viewers,https://www.youtube.com/channel/UCMDQxm7cUx3yXkfeHa5zJIQ,2023-01-07T18:02:18.925Z
Watched HOW TO CHECK YOUTUBE TOTAL WATCH HOURS ON MOBILE,https://www.youtube.com/watch?v=_gLp3YQgM84,Elah London,https://www.youtube.com/channel/UCICBOk9WBOiMxJBqM5-hvKQ,2023-01-07T18:00:34.064Z
Watched 4000 Hours YouTube Watch Time  - How to Check Your Watch Time Hours,https://www.youtube.com/watch?v=BPATmM9HiTY,Chillroot,https://www.youtube.com/channel/UCxUM_5rfOH6tlQlIFQC6jwg,2023-01-07T17:59:00.257Z
Watched How to deactivate your Facebook and Messenger accounts | deactivate messenger |  Updated 2022,https://www.youtube.com/watch?v=os3P0wfUhMU,Sudda,https://www.youtube.com/channel/UCCHf05E_tKeSO3prWQLnvPw,2023-01-01T11:51:46.577Z
Watched Galaxy Tab S8 How to Call and Text From Samsung Galaxy Phone,https://www.youtube.com/watch?v=beEaTmnK46c,GregglesTV,https://www.youtube.com/channel/UCdV8E_Ca22hjQh1-REttX2A,2023-01-01T07:44:34.277Z
Watched Biggest trick on Mi Band 7: Game on it?!,https://www.youtube.com/watch?v=pN41zAmmuj0,Sami Luo Tech,https://www.youtube.com/channel/UCgJCa5JyZUFkw2evyuvLbJA,2023-01-01T07:43:44.967Z
Watched Xiaomi Smart Band 7 Pro vs Xiaomi Smart Band 7: Which is the BEST for YOU?,https://www.youtube.com/watch?v=cLAi7DV8dsg,Tech4All,https://www.youtube.com/channel/UCZDeyDl9zh65Zm5Tp7df0eQ,2023-01-01T07:42:45.945Z
"Watched How to set up esim in samsung galaxy watch Active 2, Watch 4, Watch 5",https://www.youtube.com/watch?v=qU075TO0JwE,MAB Arena,https://www.youtube.com/channel/UCGRVfo9e9FeNwVwEEKbyzRw,2023-01-01T07:40:26.617Z
Watched Galaxy Watch 4 LTE Review- The TRUTH About LTE vs Bluetooth!,https://www.youtube.com/watch?v=u1U21YeLHb8,ALLSTARSPACE,https://www.youtube.com/channel/UCXpJGo5u2rQEVTb-mioq4Pg,2023-01-01T07:38:53.608Z
Watched Galaxy Watch 5 WiFi Version vs Galaxy Watch 5 LTE Version Which Should You Buy,https://www.youtube.com/watch?v=4b12nC5gnRU,GregglesTV,https://www.youtube.com/channel/UCdV8E_Ca22hjQh1-REttX2A,2023-01-01T07:36:45.513Z
Watched Mi Band 7 Pro Review: The BEST Smartband!,https://www.youtube.com/watch?v=qAazEN4Ol78,Michael Elsegood,https://www.youtube.com/channel/UCHXDCsAarLqG7oeVThC03CA,2023-01-01T07:30:37.235Z
Watched Amazfit GTR2 || ريفيو مفصل لأشيك ساعه ذكيه جربتها 👌,https://www.youtube.com/watch?v=zI0YozXFF_8,Mohamed Elkhayat محمد الخياط,https://www.youtube.com/channel/UCWlFFEohJoxCRJGDf4ehJIg,2023-01-01T07:20:14.350Z
Watched Amazfit GTR 4 Smart Watch Review: The BEST in its Class?,https://www.youtube.com/watch?v=x2QO9YyYjWk,Tech4All,https://www.youtube.com/channel/UCZDeyDl9zh65Zm5Tp7df0eQ,2023-01-01T07:18:24.038Z
Watched Meet the New Amazfit GTR 2 LTE,https://www.youtube.com/watch?v=9ET4m2pU1UQ,Amazfit Global,https://www.youtube.com/channel/UCSfJ2AbELVLhBcyMx3A9pHw,2023-01-01T07:18:14.697Z
Watched Top 5 Best LTE Smartwatch In 2023,https://www.youtube.com/watch?v=EdFkzyz4wHw,Techsquare,https://www.youtube.com/channel/UCCzfr37ENZsBda_WTSeAv-g,2023-01-01T07:10:22.187Z
Watched ايهما ستختار ؟ غني ام فقير ؟ - الاب الغني والاب الفقير - الجزء السابع و الاخير,https://www.youtube.com/watch?v=tzpmhg_HP5U,دوباميكافين Dupamicaffeine,https://www.youtube.com/channel/UCJlu6BjPWHZhzuCc0zVME0Q,2023-01-05T06:53:07.927Z
Watched افضل نظام لادارة الوقت - العادة الثالثة,https://www.youtube.com/watch?v=nncVRXEQxE8,دوباميكافين Dupamicaffeine,https://www.youtube.com/channel/UCJlu6BjPWHZhzuCc0zVME0Q,2023-01-04T03:49:24.926Z
Watched أثرى الأشخاص في الكون - المستثمرين,https://www.youtube.com/watch?v=lRoyu4CE9Dk,دوباميكافين Dupamicaffeine,https://www.youtube.com/channel/UCJlu6BjPWHZhzuCc0zVME0Q,2023-01-03T10:51:11.631Z
Watched كل ما نجهله عن رجال الأعمال - الجزء الرابع,https://www.youtube.com/watch?v=MsIYt-KX8R0,دوباميكافين Dupamicaffeine,https://www.youtube.com/channel/UCJlu6BjPWHZhzuCc0zVME0Q,2023-01-03T10:02:54.828Z
Watched بودكاست مع محمد سامي: كيف تحافظ على مدخراتك ؟أفضل شخص تتعلم منه عن الاقتصاد والتاريخ.,https://www.youtube.com/watch?v=2T1eTM2NFL4,دروس أونلاين,https://www.youtube.com/channel/UCEHvaZ336u7TIsUQ2c6SAeQ,2023-01-03T05:34:12.550Z
Watched افضل نظام لإدارة المال - كفيل بتغيير حياتك,https://www.youtube.com/watch?v=loGAyJTbu88,دوباميكافين Dupamicaffeine,https://www.youtube.com/channel/UCJlu6BjPWHZhzuCc0zVME0Q,2023-01-02T07:44:23.225Z
Watched 🤩 Build Awesome Data Analytics Portfolio from Scratch in 2022 // 4 Portfolio project ideas,https://www.youtube.com/watch?v=XYKuslcJp7A,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-01-01T05:02:43.091Z
